email,label
,
,
gn entanglements now on his orders u s forces are engaged around the globe in a war he did not expect in a world completely changed in the oval office last week cbs news correspondent scott pelley asked the president about iraq about whether americans are safe at home and about osama bin laden scott pelley you must be frustrated maybe angry after a year we still don t have osama bin laden president bush how do you know that i don t know whether osama bin laden is dead or alive i don t know that he s not leading a lot of parades and he s not nearly the hero that a lot of people thought he was this is much bigger than one person anyway this is we re slowly but surely dismantling and disrupting the al qaeda network that that hates america and we will stay on task until we complete the task i always knew this was a different kind of war scott see in the old days you measure the size and the strength of the enemy by counting his tanks or his airplanes and his ships this is an international manhunt we re after these people one at the time they re killers period pelley but have you won the war before you find osama bin laden dead or alive mr bush if he were dead there s somebody else to replace him and we would find that person but slowly but surely we will dismantle the al qaeda network and those who sponsor them and those who harbor them and at the same time hopefully lay the seeds for the conditions necessary so that people don t feel like they ve got to conduct terror to achieve objectives pelley do you look back on the afghan campaign with any doubts certainly we ve overthrown the taliban government certainly al qaeda has been scattered but some of the taliban leaders appear to have gotten away and there have been many civilian casualties as well mr bush uh huh well you know i am sad that civilians lost their life but i understand war we did everything we can to everything we could to protect people when civilians did die it was because of a mistake certainly not because of intention we liberated a country for which i m extremely proud no i don t second guess things it s things never go perfect in a time of war pelley are you committed to ending the rule of saddam hussein mr bush i m committed to regime change pelley there are those who have been vocal in their advice against war in iraq some of our allies in the gulf war saudi arabia turkey for example even your father s former national security advisor mr scowcroft has written about it in the paper what is it in your estimation that they don t understand about the iraq question that you do appreciate mr bush the policy of the government is regime change scott hasn t changed i get all kinds of advice i m listening to the advice i appreciate the consultations and we ll consult with a lot of people but our policy hasn t changed pelley on air force one you described the terrorists as evil mr bush yeah pelley i don t think anyone would disagree with that but at the same time many in the arab world are angry at the united states for political reasons because of our policy in israel or our troops in the oil region of the middle east is there any change in foreign policy that you re considering that might reduce arab anger against the united states mr bush hmm well i m working for peace in the middle east i m the first president that ever went to the united nations and publicly declared the need to have a palestinian state living side by side with israel in peace i ve made it clear that in order for there to be peace the palestinians have gotta to get some leadership that renounces terror and believes in peaces and quits using the palestinian people as pawns i ve also made it clear to the other arab nations in the region that they ve got responsibilities if you want peace they gotta work toward it we re more than willing to work for it but they have to work for it as well but all this business isn t going to happen as long as a few are willing to blow up the hopes of many so we all gotta work to fight off terror pelley arafat has to go mr bush either he s he s been a complete failure as far as i am concerned utter disappointment pelley there has been some concern over the year about civil liberties mr bush yeah pelley in fact an appeals court recently was harsh about your administration s decision to close certain deportation hearings they said quote a government operating in secrecy stands in opposition to the constitution where do you draw the line sir mr bush i draw the line at the constitution we will protect america but we will do so on within the guidelines of the constitution confines of the constitution spirit of the constitution pelley is there anything that the justice department has brought to you as an idea that you ve thought no that s too far i don t wanna go mr bush nah not that that i remember and i am pleased with the justice department i think that attorney general s doing a fine job by the way and to the extent that our courts are willing to make sure that they review decisions we make i think that s fine i mean that s good it s healthy it s part of america pelley franklin roosevelt said that america should stand in defense of four freedoms freedom of speech freedom of religion freedom from want and freedom from fear do we have that today mr president freedom from fear mr bush i think more than we did in retrospect the fact that we are on alert the fact that we understand the new circumstances makes us more free from fear than on that fateful day of september the NUMBERth we ve got more work to do pelley and americans should not live their lives in fear mr bush i don t think so no i think americans oughta know their government s doing everything possible to help and obviously if we get information that relates directly a particular attack we ll deal with it and if we get noise that deals with a general attack we ll alert people there are a lot of good folks working hard to disrupt and deny and run down leads and the american people need to go about their lives it seems like they are ,0
 and no it wasnt me even though the spellingis oddly familar not that this is news to forks but URL randomising letters in the middle of words has little or no effect on the ability of skilled readers to understand the text this is easy to denmtrasote in a pubiltacion of new scnieitst you could ramdinose all the letetrs keipeng the first two and last two the same and reibadailty would hadrly be aftcfeed my ansaylis did not come to much beucase the thoery at the time was for shape and senqeuce retigcionon saberi s work sugsegts we may have some pofrweul palrlael prsooscers at work the resaon for this is suerly that idnetiyfing coentnt by paarllel prseocsing speeds up regnicoiton we only need the first and last two letetrs to spot chganes in meniang dave ,0
dave long writes and no it wasnt me even though the spellingis oddly familar not that this is news to forks but URL randomising letters in the middle of words has little or no effect on the ability of skilled readers to understand the text this is easy to denmtrasote in a pubiltacion of new scnieitst you could ramdinose all the letetrs keipeng the first two and last two the same and reibadailty would hadrly be aftcfeed my ansaylis did not come to much beucase the thoery at the time was for shape and senqeuce retigcionon saberi s work sugsegts we may have some pofrweul palrlael prsooscers at work the resaon for this is suerly that idnetiyfing coentnt by paarllel prseocsing speeds up regnicoiton we only need the first and last two letetrs to spot chganes in meniang hmm there s probably a patentable input method for touch tone keypads in there somewhere gordon ,0
on thu NUMBER NUMBER NUMBER at NUMBER NUMBER dave long wrote URL randomising letters in the middle of words has little or no effect on the ability of skilled readers to understand the text this is easy to denmtrasote in a pubiltacion of new scnieitst you could ramdinose all the letetrs keipeng the first two and last two the same and reibadailty would hadrly be aftcfeed my ansaylis did not come to much beucase the thoery at the time was for shape and senqeuce retigcionon saberi s work sugsegts we may have some pofrweul palrlael prsooscers at work the resaon for this is suerly that idnetiyfing coentnt by paarllel prseocsing speeds up regnicoiton we only need the first and last two letetrs to spot chganes in meniang i m working with an experimental text recognition processing engine that exhibits similar characteristics it can read right through misspellings like the above without any difficulty and as the author above suggested the pattern matching is inherently parallel internally if the text recognition algorithm architecture humans use is anything like the algorithm structure we ve been working with the reason the first letter and to a lesser extent the last letter is important is that without it the text pattern recognition problem is exponentially more difficult from a theoretical standpoint anyway and has to be resolved using deeper abstraction analysis the middle letters are far less important and computationally much easier to resolve correctly cheers james rogers jamesr URL ,0
 so much for carnivore gary lawrence murphy garym URL teledynamics communications blog URL biz URL computers are useless they can only give you answers picasso ,0
on NUMBER sep NUMBER gary lawrence murphy wrote so much for carnivore yep that ws the plan all alng with my typos i am the only one to be consistently fighting the evls of da vore ,0
on thu NUMBER sep NUMBER tom wrote yep that ws the plan all alng with my typos i am the only one to be consistently fighting the evls of da vore well yeah but there s an easier way URL there s still mitm but it requires a far higher capability and is easier to detect once you go beyond the scamed interaction of two parties since being manipulative in principle if you run your own mailserver or have a say in what your host does make him adopt starttls ,0
 if the text recognition algorithm architecture humans use is anything like the algorithm structure we ve been working with the reason the first letter and to a lesser extent the last letter is important is that without it the text pattern recognition problem is exponentially more difficult from a theoretical standpoint anyway and has to be resolved using deeper abstraction analysis the middle letters are far less important and computationally much easier to resolve correctly i think keeping the number of middle letters consistent with the correct spelling is important would be interesting to see if this same effect is applicable to written forms of other languages maybe even japanese romongi bill ,0
 i am delurking to comment on the salon article i just wanted to say that i am grateful they choose not to publish my forbidden thought i sent it in a couple of days before the NUMBER NUMBER commeration if i had just watched the sentimental network and cable shows on NUMBER NUMBER my cynical thoughts would have remain unchanged however i watch the frontline show faith and doubt at ground zero on pbs that show tackled head on with much more courage than i have seen elsewhere the larger questions about good and evil about art as an alternate religion karlheinz stockhausen NUMBER NUMBER was a great work of art and especially the question about how religion has a darker side which when carried to fanatic extremes tends to negate the humanity of the non believers i am not a religious person but i stunned at the scope of this program it talked about the lutheran minister who spoke at yankees stadium on a podium with other religious leaders present who was charged with heresy by his own church for promoting the idea that all religions are equal presumably the lutherans have the one true path thanks for listening i just felt like i needed to put the word out about this program my shallow comment on salon and others like it my boyfriend and i had sex while the towers collapsed gives me pause about how some of us tend to harden ourselves to the suffering of others mike chris haun wrote i though this was all rather interesting first bit of NUMBER NUMBER coverage that i ve liked URL chris do you yahoo yahoo news today s headlines,0
 when we were discussing kuhn i wrote URL my understanding of the history of plate tectonics is that the magnetic reversal patterns encoded in seafloor basalts were crucial supporting data which suddenly became available only after navy declassification so the adoption curve may be skewed many of the essays in oreskes _plate tectonics_ seem to support this idea sandwell plate tectonics a martian view in this essay i ll describe a few of the important confirmations of plate tectonic theory provided by satellites and ships these tools were largely developed to support the cold war effort and many are labeled geodetic since they are used to make precise measurements of the size and shape of the earth and the spatial variations in the pull of gravity the tools of satellite geodesy are needed for all aspects of global warfare precise satellite tracking and gravity field development are needed for precision satellite surveillance as well as for targeting ballistic missiles the global positioning system is used in all aspects of modern warfare radar altimetery is used or aiming submarine launched ballistic missiles as well as for inertial navigation when submerged the global seismic networks were developed primarily to monitor underground nuclear tests marine magnetometers were developed primarily for detection of submarines multibeam sea floor mapping systems were developed primarily for surveying critical and operational areas of the northern oceans and the navy was in no hurry to declassify any of these data as any uneven coverage could have revealed the parts of the oceans they found most interesting dave what do our seismic networks say about the middle east i hazily recall a story about la reporters asking their local geophysicists about an early morning quake to be told that as far as could be figured the epicenter was at a negative depth travelling near mach speed and presumably headed towards edwards ,0
 i think keeping the number of middle letters consistent with the correct spelling is important aeftr tinryg it out on my lacol daciinorty the worst i cloud find were teilprs and of tehm the most cfinnosug seeemd to be parental paternal prenatal as cenotxt wloud be mcuh more sacfgiiinnt with the rest scuh as bakers beakers breaks NUMBER of the NUMBERk wdors were uinque dave NUMBER romaji or european languages which tend to end in vowels would presumably work better with attention on the ending syllable or at least consonant sound NUMBER are typos a larger or smaller space i had a whoromatic proggy that scattered transpositions at hazard where the hands alternated quickly that would be a much smaller space but transposing eliding spaces might make for a much larger one ,0
the usaf had a program in the NUMBER NUMBER in which successful free jumps were made from balloons at up to NUMBER km NUMBER NUMBER ft the relevance was astronauts and sr NUMBER bailouts this would top that achievement comfortably URL chuck on monday september NUMBER NUMBER at NUMBER NUMBER am owen byrne wrote john hall wrote why so fast normal terminal velocity is much slower not at NUMBER NUMBER m i found this article URL the last person to try to break the highest free fall record died in the attempt in NUMBER new jersey truck driver nick piantanida suffered catastrophic equipment failure when his facemask blew out at NUMBER NUMBER feet lack of oxygen caused such severe brain damage that he went into a coma and died four months later and in amongst the flash at URL you can discover that he will break the sound barrier at NUMBER NUMBER m presumably reaching top speed somewhere above NUMBER NUMBER owen original message from fork admin URL mailto fork admin URL on behalf of bitbitch URL sent sunday september NUMBER NUMBER NUMBER NUMBER am to robert harley cc fork URL subject re the big jump so uh would this qualify for the darwin awards if he doesn t make it freaking french people bb rh today a french officer called michel fournier is supposed to get in a rh NUMBER metre tall helium balloon ride it up to the edge of space NUMBER km rh altitude and jump out his fall should last NUMBER NUMBER minutes and reach rh speeds of mach NUMBER NUMBER he hopes to open his parachute manually at the rh end although with an automatic backup if he is NUMBER seconds from the rh ground and still hasn t opened it rh r rh obquote rh vederò si averò si grossi li coglioni come ha il re di franza rh let s see if i ve got as much balls as the king of france rh pope julius ii NUMBER january NUMBER best regards bitbitch mailto bitbitch URL ,0
as i ve had to resubscribe to fork and fork noarchive i guess i have to reintroduce myself i m formerly known as gbolcer at endtech dot com to the fork mailman program formerly an overposter and love soaking up bits through avid reading or scanning of almost every single list that s got informative to say hopefully all those overpost will get cleared out at somepoint and fork archived greg ,0
an old indian friend forwarded this to me a while ago URL slaughter in the name of god by salman rushdie friday march NUMBER NUMBER page aNUMBER washington post the defining image of the week for me is of a small child s burned and blackened arm its tiny fingers curled into a fist protruding from the remains of a human bonfire in ahmadabad gujarat in india the murder of children is something of an indian specialty the routine daily killings of unwanted girl babies the massacre of innocents in nellie assam in the NUMBERs when village turned against neighboring village the massacre of sikh children in delhi during the horrifying reprisal murders that followed indira gandhi s assassination they bear witness to our particular gift always most dazzlingly in evidence at times of religious unrest for dousing our children in kerosene and setting them alight or cutting their throats or smothering them or just clubbing them to death with a good strong length of wood i say our because i write as an indian man born and bred who loves india deeply and knows that what one of us does today any of us is potentially capable of doing tomorrow if i take pride in india s strengths then india s sins must be mine as well do i sound angry good ashamed and disgusted i certainly hope so because as india undergoes its worst bout of hindu muslim bloodletting in more than a decade many people have not been sounding anything like angry ashamed or disgusted enough police chiefs have been excusing their men s unwillingness to defend the citizens of india without regard to religion by saying that these men have feelings too and are subject to the same sentiments as the nation in general meanwhile india s political masters have been tut tutting and offering the usual soothing lies about the situation being brought under control it has escaped nobody s notice that the ruling party the bharatiya janata party bjp or indian people s party and the hindu extremists of the vishwa hindu parishad vhp or world hindu council are sister organizations and offshoots of the same parent body even some international commentators such as britain s independent newspaper urge us to beware excess pessimism the horrible truth about communal slaughter in india is that we re used to it it happens every so often then it dies down that s how life is folks most of the time india is the world s largest secular democracy and if once in a while it lets off a little crazy religious steam we mustn t let that distort the picture of course there are political explanations ever since december NUMBER when a vhp mob demolished a NUMBER year old muslim mosque in ayodhya which they claim was built on the sacred birthplace of the god ram hindu fanatics have been looking for this fight the pity of it is that some muslims were ready to give it to them their murderous attack on the train load of vhp activists at godhra with its awful atavistic echoes of the killings of hindus and muslims by the train load during the partition riots of NUMBER played right into the hindu extremists hands the vhp has evidently tired of what it sees as the equivocations and insufficient radicalism of india s bjp government prime minister atal bihari vajpayee is more moderate than his party he also heads a coalition government and has been obliged to abandon much of the bjp s more extreme hindu nationalist rhetoric to hold the coalition together but it isn t working anymore in state elections across the country the bjp is being trounced this may have been the last straw for the vhp firebrands why put up with the government s betrayal of their fascistic agenda when that betrayal doesn t even result in electoral success the electoral failure of the bjp is thus in all probability the spark that lit the fire the vhp is determined to build a hindu temple on the site of the demolished ayodhya mosque that s where the godhra dead were coming from and there are reprehensibly idiotically tragically muslims in india equally determined to resist them vajpayee has insisted that the slow indian courts must decide the rights and wrongs of the ayodhya issue the vhp is no longer prepared to wait the distinguished indian writer mahasveta devi in a letter to india s president k r narayanan blames the gujarat government led by a bjp hard liner as well as the central government for doing too little too late she pins the blame firmly on the motivated well planned out and provocative actions of the hindu nationalists but another writer the nobel laureate v s naipaul speaking in india just a week before the violence erupted denounced india s muslims en masse and praised the nationalist movement the murderers of godhra must indeed be denounced and mahasveta devi in her letter demands stern legal action against them but the vhp is determined to destroy that secular democracy in which india takes such public pride and which it does so little to protect and by supporting them naipaul makes himself a fellow traveler of fascism and disgraces the nobel award the political discourse matters and explains a good deal but there s something beneath it something we don t want to look in the face namely that in india as elsewhere in our darkening world religion is the poison in the blood where religion intervenes mere innocence is no excuse yet we go on skating around this issue speaking of religion in the fashionable language of respect what is there to respect in any of this or in any of the crimes now being committed almost daily around the world in religion s dreaded name how well with what fatal results religion erects totems and how willing we are to kill for them and when we ve done it often enough the deadening of affect that results makes it easier to do it again so india s problem turns out to be the world s problem what happened in india has happened in god s name the problem s name is god salman rushdie is a novelist and author of the forthcoming essay collection step across this line NUMBER the washington post company sdw sdw URL URL stephen d williams NUMBER wayside cir ashburn va NUMBER NUMBER NUMBER NUMBER NUMBERw NUMBER NUMBER NUMBERfax decNUMBER ,0
what i understood was that the activists on the train refused to pay for the food and other items they acquired from the muslim vendors then taunted them that may not be true but it would put things in a more interesting light taking food from a small vendor in india and not paying them is trying to starve them it sounded consistent with the ideas and purpose of the train full of activists i m rarely an apologist for muslims anywhere yet i find my sympathies with the muslims in this case even after they burned the train from fork admin URL mailto fork admin URL on behalf of stephen d williams the pity of it is that some muslims were ready to give it to them their murderous attack on the train load of vhp activists at godhra with its awful atavistic echoes of the killings of hindus and muslims by the train load during the partition riots of NUMBER played right into the hindu extremists hands ,0
the usual crud why do morons ranting and beating their chests in the national review or similar rags merit forking ,0
first it was my understanding that they had the food before they refused to pay i often have the goods in my possession before i settle the paycheck second not being paid for a little food is an awfully big deal in india it isn t far from stealing the only food my children have so i ll have to watch them starve the margin of survival is very very thin so yes in my particular reality distortion field not paying for a little food in india is akin to a direct act of violence intended to cause suffering if not death on the victims family that such an act triggers a violent response is imho hardly surprising in other words as far as i could tell the people on the train fired the first shot with all of that said i still don t know if this happened or not nor do i know for sure that the margin of survival for those muslim vendors was that thin original message from stephen d williams mailto swilliams URL sent monday september NUMBER NUMBER NUMBER NUMBER am to johnhall URL cc fork spamassassin taint org lea URL subject re slaughter in the name of god wow it seems you are evaluating this with a large reality distortion field if the activists on the train refused to pay for food then the vendors shouldn t give it to them and the local police force should be arresting them etc you have to be operating from a particularly primitive point of view which obviously was in operation with the participants here to think that religious differences or not being paid for a little food or taunting was even a remote justification for burning a train full of people alive sdw john hall wrote what i understood was that the activists on the train refused to pay for the food and other items they acquired from the muslim vendors then taunted them that may not be true but it would put things in a more interesting light taking food from a small vendor in india and not paying them is trying to starve them it sounded consistent with the ideas and purpose of the train full of activists i m rarely an apologist for muslims anywhere yet i find my sympathies with the muslims in this case even after they burned the train from fork admin URL mailto fork admin URL on behalf of stephen d williams the pity of it is that some muslims were ready to give it to them their murderous attack on the train load of vhp activists at godhra with its awful atavistic echoes of the killings of hindus and muslims by the train load during the partition riots of NUMBER played right into the hindu extremists hands sdw swilliams URL URL stephen d williams senior technical director ,0
on mon NUMBER sep NUMBER stephen d williams wrote it s efficient end not low end at NUMBERmillion hour mtbf NUMBERmb sec and pretty good buffering and speed the only thing going for scsi is NUMBER NUMBER rpm vs NUMBER and in a very small number of cases slightly better scatter gather actually i think there might be a NUMBER NUMBER rpm ide now it s not just krpm the desktop hds have a higher failure rate but i agree eide has high density and eide hardware raid can offer scsi a sound beating for reliability performance and storage density rack units for the money if designed for it and if people would actually start buying it the other issues are pretty much non issues using multiple drives and controller contention just use many ide channels with extra pci cards up to NUMBER in some systems and long cable runs just split there are not all that many hard drives inside an NUMBERu enclosure airflow blockage you have to fit in NUMBER NUMBERx the number of scsi disks with eide will soon be a thing of the past due to sata storage between nodes dual port scsi is also a non issue since it is very expensive doesn t work that well in practice because there are numerous secondary failure modes for shared disk systems and because you still end up with a single point of failure since rack space costs dominate and our systems need more or less decent i o we re going with NUMBERu dells with scsi the hard drive prices don t really make a visible difference given the cost of the iron and the rackspace month plus NUMBERu dells don t have any space left for lots of eide drives ,0
the doctor wears many hats including but not limited to a rubber skullcap for playing water polo a beret for making sparkling wines and an oversized fedora to deflect his own cigar smoke which he regularly blows up my cough geege original message from fork admin URL mailto fork admin URL on behalf of jim whitehead sent monday september NUMBER NUMBER NUMBER NUMBER pm to fork subject re introductions aren t you dr gregory a bolcer dutch uncle of pNUMBERp i thought he was greg bolcer recovering xpilot doom junkie jim ,0
 from stephen d williams mailto swilliams hpti com just to further weaken the food transaction argument i ll note that in my neighborhood the local mcdonalds won t even hand you your drink in the drive through until you fork over the cash maybe you never bought a hot dog from a street vendor and why is it that the margin of survival is so thin could it be that all of these tribal rivalries are part of what s holding back wholesale movement to the modern first world patterns of constructive thinking well yes but it doesn t change the idea that the margin of survival probably is that thin in this region i m sure that both sides were ready to be the agressor i m not i m sure both sides were equally ready to be the aggressor provided they were in a predominant position of power bush s reluctance to blast blind obeyance of religion as taught by your local madrassa or kkk leader apparently because he is fully involved with the general effort to expand unfettered religiosity as the solution to the world s ills is disappointing he has spoke against madrassa but what i heard sounded lame and carefully crafted to shield religion in general from scrutiny NUMBER which religion and how it is currently being expressed matters NUMBER the us is trying to avoid making war on the muslim religion NUMBER us leadership remains reflexively multi cultural we all have disagreements but at some point it becomes a crime against humanity i didn t say burning the train was a good thing i said i understood it wasn t a spontaneous attack on people who had done no wrong ,0
on thu NUMBER sep NUMBER bill stoddard wrote good points all but they don t apply in this case someone is speaking and a group of selfish bastards only interested in getting their rocks off are trying to shout him down they are doing it because it s good for the soul kind like chuckie manson doing the stuff he did cause it was good for his soul unprincipled and evil it s got nothing to do with throwing tea in the harbor or the doi history is written by the victors if the rabble can put forth there ideas they will be tempered in the pages of yore as strong willed voices decrying the obvious injustices of the day once again look at the chicago NUMBER a loud and rude a crowd of selfish pricks as you were want to find in the day history of course colors them with times great blur filter the jagged bits that at the time were called rude and obnoxious are now seen as a stab of justive doing in the sideof the ill pathed goverment ,0
 for my part i d rather people didn t use fork as a place in which to dump an expression of their political beliefs i ll second that although with emphasis upon dump rather than on political i don t mind if people advocate nuking gay baby whales for jesus if they can make a good original argument for it i do mind if someone should attempt to further the notion that NUMBER NUMBER NUMBER merely by cut and pasting a few pages of w r new bits are not a temporal property we create them when we add context or clarification to the old bits of others thoughts dave being rude and disrespectful is not the way to influence politicians but the standard way of using lobbyists and writing checks is beyond many of us the standard way has some extreme precedents q when was the roman empire sold and who bought it a on march NUMBERth NUMBER ad the roman empire was auctioned off by the praetorian guards to the wealthy senator didius julianus for the price of NUMBER drachms per soldier as found in URL quoting gibbon now an economist might argue that selling offices is the most efficient way to fill them what would coase say but wouldn t that convince everyone but the supporters of plutocracy that efficiency is not the primary virtue of politics ,0
 original message from kragen sitaker kragen pobox com it s an exclamation that may allude to a ship striking some rock or other obstacle so hard that her timbers shiver or shake so implying a calamity has occurred it is first recorded as being used by captain frederick marryat in jacob faithful in NUMBER i won t thrash you tom shiver my timbers if i do i think it went like this i won t thrash you tom if you shiver my timber or maybe that was just the butt pirates ,0
 just tried smartgroups the layout of pages is pretty challenging to use quickly but the most interesting aspect is that once you are in there is no way to get out you can unsubscribe yourself as the sole member of a group but you cannot delete the group or if you can i couldn t find it before deleting myself and now it s invisible to me another interesting thing security forms are reset to full public settings each time you load them rather than set from your current settings all in all i wasn t impressed and have stayed with the yahooligans for another run gary lawrence murphy garym URL teledynamics communications blog URL biz URL computers are useless they can only give you answers picasso ,0
on thu NUMBER sep NUMBER mr fork wrote i think it went like this i won t thrash you tom if you shiver my timber or maybe that was just the butt pirates how did i get wrangled into this thread do i really need to make pewp deck jokes at this point arrrrg ye mateys now best ya be off tis topic or ill hoist my jib and hope for a stiff wind arrrg when im happy and arrrg when im not ,0
on thu sep NUMBER NUMBER at NUMBER NUMBER NUMBERam NUMBER bill stoddard wrote people either these folks are social misfits who have no understanding of human interactions else they would try more constructive means to get their message across or they are just out to get their rocks off regardless of how it affects other people and that is immoral at best and downright evil at worst are you kidding it was fucking brilliant do you know what exposure that got them they sat perfectly so that the cameras could focus on the mildly exasperated rumsfeld and their un inspections not war banner that picture will be dominating the news cycles in china iraq russia germany and france at least for goodness sakes you re arguing about it on fork in politics by sound bite those two rude hags kicked ass and took names for the record i don t think they even got arrested which is a shame it is part of the game make an ass of yourself get your point on the nightly news spend a couple days in the clink for disorderly njl ,0
 forwarded message date NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER from perry e metzger perry URL to cryptography URL subject sun donates elliptic curve code to openssl according to this URL sun is donating some elliptic curve code to the openssl project does anyone know details that they would care to share on the nature of the donation perry e metzger perry URL the cryptography mailing list unsubscribe by sending unsubscribe cryptography to majordomo URL ,0
 in a message dated NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER pm dl URL writes i don t mind if people advocate nuking gay baby whales for jesus if they can make a good original argument for it i can t imagine any other kind of argument for nuking gay baby whales for jesus but do you mean nuking baby gay whales who are for jesus or nuking baby gay whales for jesus s sake splitting hairs with a fork tom ,0
well it looks like sun are going ahead with their ubiquitous computing plans without mithril greg reuters market news sun micro outlines roadmap for managing networks friday september NUMBER NUMBER NUMBER am et by peter henderson san francisco reuters computer maker sun microsystems inc on thursday said it would create in a few years a network environment that will be as straightforward to handle as a single machine a strategy it calls nNUMBER it laid out a road map for a new layer of intelligent software and systems that will meld unwieldy networks into easy to use systems a goal similar to those of most rivals making computers which manage networks emc corp announced this week software aimed at allowing users to manage storage resources as a pool hewlett packard co has a utility data center designed for broader management international business machines corp s project eliza is working to make computers self healing when systems break applications still have to run zeroes and ones on some computing engine but the whole idea behind nNUMBER is you stop thinking about that you don t think about what box it is running on sun vice president steve mackay head of the nNUMBER program said in an interview on the sidelines of a sun user conference many industry executives see computer power eventually being sold like power or water as a utility that can be turned on or off in whatever volume one wants whenever needed for that to happen computers must be tied together seamlessly rather than cobbling them together with tenuous links as most networks do today experts say there are still major barriers though such as communications standards for machines from different vendors to interoperate closely sun promised to deliver a virtualization engine that would let administrators look at their entire network as a pool by the end of the year network administrators today often have no automatic system to report what is in the network it ll tell you what you have and how it is laid out promised mackay the second stage beginning in NUMBER would allow users to identify a service such as online banking and allocate resources for them with a few clicks sun said finally in NUMBER sun s software should allow networks to change uses of resources on the fly in response to changing needs such as a bank assuring quicker online response time for priority users the company said ,0
 on thu sep NUMBER NUMBER at NUMBER NUMBER NUMBERam NUMBER bill stoddard wrote people either these folks are social misfits who have no understanding of human interactions else they would try more constructive means to get their message across or they are just out to get their rocks off regardless of how it affects other people and that is immoral at best and downright evil at worst are you kidding it was fucking brilliant do you know what exposure that got them they sat perfectly so that the cameras could focus on the mildly exasperated rumsfeld and their un inspections not war banner what i am specifically referring to is protesters shouting down speakers or making so much noise that it interferes with the speaker that s wrong immoral and unethical no matter what the political bent of the speakers and the protesters rowdy protests in their own venue on a college campus or some of the commons areas of dc is perfectly fine by me waving signs to get attention is fine that picture will be dominating the news cycles in china iraq russia germany and france at least for goodness sakes you re arguing about it on fork in politics by sound bite those two rude hags kicked ass and took names for the record i don t think they even got arrested which is a shame well owen implied the protesters were arrested was he just jacking himself off at the expense of other people exactly why is it a shame that they were not arrested think about what you are saying and what you are telegraphing about your state of mind here you want people to do bad things ie police arresting peaceful protesters if it can help you further your cause that attitude just sucks you have no moral ground to stand on if that is what you believe it is part of the game make an ass of yourself get your point on the nightly news spend a couple days in the clink for disorderly sure just don t whine about getting arrested if you make it a point to get in someone s face one other comment most of the people that are protesting against taking out the iraqi dictator wouldn t give a rats ass if a nuke went off in nyc they simply wouldn t care so why in the hell should the americal public listen to them on matters of national security so enlighten me exactly why shouldn t hussein be taken out and if your answr boils down to i don t give a shit about what happens to the us you can kiss my ass bill ,0
i m sure patton used it i m all for using it in the coming war with iraq yet i d be queasy about doing it in the philippines circa NUMBER which was his point original message from fork admin URL mailto fork admin URL on behalf of r a hettinga sent monday september NUMBER NUMBER NUMBER NUMBER pm to digital bearer settlement list fork URL subject nettime the war prayer begin forwarded text status ro date mon NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER to nettime l URL from phil duncan pduncan aggregatestudio com subject nettime the war prayer sender nettime l request URL reply to phil duncan pduncan aggregatestudio com the following prayer is from a story by mark twain and was quoted by lewis laphan in the october issue of harper s magazine it occurs at the very end of an excellent article which i recommend to you in the story an old man enters a church where the congregation has been listening to an heroic sermon about the glory to be won in battle by young patriots armed with the love of god he usurps the pulpit and prays the following o lord our god help us to tear their soldiers to bloody shreads with our shells help us to cover their smiling fields with the pale forms of their patriot dead help us to drown the thunder of the guns with the shrieks of their wounded writhing in pain help us to lay waste their humble homes with a hurricane of fire help us to wring the hearts of their unoffending widows with unavailing grief help us to turn them out roofless with their little children to wander unfriended the wastes of their desolated land in rags and hunger and thirst sports of the sun flames in summer and the icy winds of winter broken in spirit worn with travail imploring thee for the refuge of the grave and denied it for our sakes who adore thee lord blast their hopes blight their lives protract their bitter pilgrimage make heavy their steps water their way with their tears stain the white snow with the blood of their wounded feet we ask it in the spirit of love of him who is the source of love and who is the ever faithful refuge and friend of all that are sore beset and seek his aid with humble and contrite hearts amen twain wrote the story the war prayer in NUMBER during the american occupation of the philippines but the story wasn t printed until NUMBER thirteen years after his death because the editors thought it unsuitable for publication at the time it was written distributed via nettime no commercial use without permission nettime is a moderated mailing list for net criticism collaborative text filtering and cultural politics of the nets more info majordomo URL and info nettime l in the msg body archive URL contact nettime URL end forwarded text r a hettinga mailto rah ibuc com the internet bearer underwriting corporation URL NUMBER farquhar street boston ma NUMBER usa however it may deserve respect for its usefulness and antiquity predicting the end of the world has not been found agreeable to experience edward gibbon decline and fall of the roman empire ,0
